crop,storage_type,freshness_score,temperature,humidity,has_rotten_data,raw_days,spoilage_label
cabbage,refrigerator,0.1678,6.68,89.64,0,10.43,7+ days
cabbage,freezer,0.6106,-18.63,58.78,0,99.37,7+ days
capsicum,room_temp,0.2887,41.43,59.61,1,2.31,2-4 days
capsicum,room_temp,0.1218,40.63,51.0,1,1.4,1-2 days
capsicum,freezer,0.7641,-17.87,62.3,1,106.37,7+ days
capsicum,room_temp,0.7033,24.18,36.84,1,3.99,2-4 days
capsicum,room_temp,0.4853,27.7,68.32,1,2.99,2-4 days
capsicum,room_temp,0.2647,27.29,77.04,1,2.87,2-4 days
capsicum,refrigerator,0.5685,4.39,93.73,1,7.74,7+ days
capsicum,room_temp,0.3726,32.34,35.43,1,2.41,2-4 days
capsicum,room_temp,0.2503,39.42,75.07,1,1.05,1-2 days
capsicum,freezer,0.6041,-16.94,54.77,1,97.93,7+ days
capsicum,room_temp,0.4935,34.4,47.68,1,2.56,2-4 days
capsicum,room_temp,0.6142,28.47,72.84,1,3.29,2-4 days
capsicum,room_temp,0.0726,33.97,91.06,1,1.26,1-2 days
capsicum,room_temp,0.1789,38.02,63.78,1,0.88,0-1 days
capsicum,refrigerator,0.8614,3.34,81.0,1,13.1,7+ days
capsicum,room_temp,0.4522,30.1,38.58,1,3.16,2-4 days
capsicum,room_temp,0.3339,32.82,89.0,1,2.82,2-4 days
capsicum,refrigerator,0.1181,5.11,93.18,1,4.69,4-7 days
capsicum,freezer,0.685,-13.73,62.8,1,87.22,7+ days
capsicum,refrigerator,0.3911,4.89,82.84,1,6.71,4-7 days
capsicum,freezer,0.7986,-15.33,66.73,1,78.32,7+ days
capsicum,freezer,0.8582,-13.75,52.26,1,83.5,7+ days
capsicum,room_temp,0.1524,41.5,69.32,1,0.7,0-1 days
capsicum,freezer,0.8482,-14.89,62.14,1,98.86,7+ days
capsicum,room_temp,0.5492,28.86,86.05,1,3.3,2-4 days
capsicum,refrigerator,0.8102,5.89,92.15,1,12.52,7+ days
capsicum,room_temp,0.2012,33.16,82.78,1,2.15,2-4 days
capsicum,room_temp,0.1196,18.24,63.19,1,2.01,2-4 days
capsicum,room_temp,0.1878,29.98,42.53,1,2.27,2-4 days
capsicum,refrigerator,0.1445,6.54,90.36,1,4.73,4-7 days
capsicum,refrigerator,0.2194,6.34,90.62,1,5.12,4-7 days
capsicum,room_temp,0.0992,38.89,45.96,1,0.74,0-1 days
capsicum,refrigerator,0.3636,6.06,88.07,1,6.96,4-7 days
capsicum,refrigerator,0.6094,2.98,83.77,1,9.75,7+ days
capsicum,room_temp,0.218,37.96,94.51,1,1.43,1-2 days
capsicum,refrigerator,0.8045,4.32,93.27,1,12.18,7+ days
capsicum,freezer,0.6578,-13.39,56.38,1,90.27,7+ days
capsicum,room_temp,0.1171,21.35,74.46,1,1.8,1-2 days
capsicum,refrigerator,0.6429,2.02,84.22,1,9.96,7+ days
capsicum,freezer,0.3677,-14.8,61.55,1,75.53,7+ days
capsicum,refrigerator,0.2591,7.89,81.58,1,5.85,4-7 days
capsicum,refrigerator,0.2739,2.05,94.53,1,5.43,4-7 days
capsicum,refrigerator,0.5581,2.71,80.52,1,9.69,7+ days
capsicum,refrigerator,0.8245,2.69,81.91,1,12.16,7+ days
capsicum,room_temp,0.2245,20.7,94.56,1,2.56,2-4 days
capsicum,room_temp,0.1544,27.2,51.09,1,2.48,2-4 days
capsicum,refrigerator,0.7493,4.14,94.38,1,11.46,7+ days
capsicum,room_temp,0.1335,27.14,75.05,1,2.76,2-4 days
capsicum,freezer,0.6804,-17.72,55.19,1,92.3,7+ days
capsicum,room_temp,0.3892,29.79,69.47,1,2.78,2-4 days
capsicum,room_temp,0.1089,30.88,47.9,1,2.1,2-4 days
capsicum,freezer,0.6313,-19.39,62.08,1,74.31,7+ days
capsicum,freezer,0.4536,-19.46,61.73,1,71.6,7+ days
capsicum,freezer,0.8479,-15.81,58.9,1,102.24,7+ days
capsicum,freezer,0.9617,-13.07,66.76,1,92.24,7+ days
capsicum,freezer,0.7797,-13.63,60.71,1,100.03,7+ days
capsicum,refrigerator,0.1698,2.43,86.44,1,5.64,4-7 days
capsicum,refrigerator,0.1847,7.72,83.04,1,5.35,4-7 days
capsicum,refrigerator,0.7526,6.53,88.45,1,10.15,7+ days
capsicum,refrigerator,0.7903,4.74,83.12,1,12.36,7+ days
capsicum,room_temp,0.2252,40.83,39.75,1,2.06,2-4 days
capsicum,refrigerator,0.952,2.03,84.6,1,14.15,7+ days
capsicum,refrigerator,0.1915,4.46,84.25,1,5.62,4-7 days
capsicum,room_temp,0.3646,20.89,72.02,1,3.37,2-4 days
capsicum,refrigerator,0.8177,7.69,88.08,1,12.62,7+ days
capsicum,freezer,0.9211,-12.81,66.48,1,116.18,7+ days
capsicum,refrigerator,0.8636,7.06,86.98,1,10.48,7+ days
capsicum,refrigerator,0.371,7.86,83.41,1,7.36,7+ days
capsicum,room_temp,0.0449,31.91,48.16,1,1.75,1-2 days
capsicum,refrigerator,0.4022,2.65,89.71,1,6.35,4-7 days
capsicum,refrigerator,0.078,4.87,91.62,1,4.6,4-7 days
capsicum,refrigerator,0.8267,5.74,81.99,1,11.27,7+ days
capsicum,room_temp,0.4448,23.53,48.65,1,4.17,4-7 days
capsicum,refrigerator,0.4045,5.59,87.91,1,8.94,7+ days
capsicum,room_temp,0.3797,25.46,61.45,1,3.06,2-4 days
capsicum,room_temp,0.2267,25.9,63.31,1,3.04,2-4 days
capsicum,room_temp,0.0735,36.7,71.36,1,0.64,0-1 days
capsicum,room_temp,0.422,23.27,79.49,1,3.0,2-4 days
capsicum,room_temp,0.5502,31.83,46.17,1,3.83,2-4 days
capsicum,room_temp,0.2527,34.93,37.83,1,1.76,1-2 days
capsicum,room_temp,0.0122,36.73,77.79,1,0.5,0-1 days
capsicum,refrigerator,0.8928,3.28,83.44,1,13.66,7+ days
capsicum,room_temp,0.2943,29.19,74.99,1,2.96,2-4 days
capsicum,room_temp,0.2682,36.95,59.87,1,2.46,2-4 days
capsicum,refrigerator,0.3527,5.37,86.31,1,6.11,4-7 days
capsicum,refrigerator,0.3622,4.29,89.8,1,7.29,7+ days
capsicum,room_temp,0.1748,23.27,89.9,1,2.81,2-4 days
capsicum,room_temp,0.5881,40.26,68.99,1,3.31,2-4 days
capsicum,freezer,0.7967,-15.98,50.51,1,112.89,7+ days
capsicum,room_temp,0.1445,26.09,57.46,1,2.41,2-4 days
capsicum,room_temp,0.0979,24.08,37.13,1,2.96,2-4 days
capsicum,refrigerator,0.9705,7.03,81.42,1,14.25,7+ days
capsicum,refrigerator,0.6723,2.54,92.89,1,10.88,7+ days
capsicum,room_temp,0.2475,34.62,62.14,1,1.38,1-2 days
capsicum,room_temp,0.3548,33.61,60.25,1,3.29,2-4 days
capsicum,freezer,0.9402,-12.98,54.02,1,98.26,7+ days
capsicum,room_temp,0.2062,38.64,38.69,1,2.24,2-4 days
capsicum,room_temp,0.2357,34.39,75.82,1,2.53,2-4 days
capsicum,refrigerator,0.3438,3.56,93.79,1,7.17,7+ days
capsicum,refrigerator,0.7364,3.94,91.09,1,10.71,7+ days
capsicum,refrigerator,0.9446,4.21,91.03,1,13.49,7+ days
capsicum,refrigerator,0.7673,7.99,81.51,1,11.36,7+ days
capsicum,refrigerator,0.3055,7.47,91.72,1,5.93,4-7 days
capsicum,refrigerator,0.7302,5.65,89.11,1,10.58,7+ days
capsicum,room_temp,0.3391,29.48,36.14,1,3.33,2-4 days
capsicum,room_temp,0.3762,27.22,46.58,1,3.26,2-4 days
capsicum,room_temp,0.83,31.02,93.92,1,4.96,4-7 days
capsicum,refrigerator,0.503,7.42,94.1,1,9.74,7+ days
capsicum,room_temp,0.13,41.87,66.08,1,1.45,1-2 days
capsicum,room_temp,0.3912,29.82,67.14,1,2.54,2-4 days
capsicum,room_temp,0.0919,28.72,50.58,1,2.25,2-4 days
capsicum,room_temp,0.2489,29.96,92.89,1,1.66,1-2 days
capsicum,refrigerator,0.1409,6.82,87.99,1,5.02,4-7 days
capsicum,room_temp,0.4893,21.88,57.39,1,4.03,4-7 days
capsicum,freezer,0.8013,-14.29,52.78,1,86.12,7+ days
capsicum,room_temp,0.1401,25.39,74.13,1,2.0,1-2 days
capsicum,room_temp,0.0262,20.31,82.93,1,1.9,1-2 days
capsicum,freezer,0.481,-18.1,66.33,1,64.2,7+ days
capsicum,refrigerator,0.4023,3.23,93.46,1,7.29,7+ days
capsicum,room_temp,0.531,24.1,36.32,1,4.41,4-7 days
capsicum,freezer,0.7951,-16.34,63.25,1,78.34,7+ days
capsicum,room_temp,0.2176,34.71,65.56,1,1.78,1-2 days
capsicum,room_temp,0.5153,38.43,58.65,1,3.86,2-4 days
capsicum,refrigerator,0.3198,6.52,84.55,1,6.1,4-7 days
capsicum,room_temp,0.3912,38.26,67.09,1,2.32,2-4 days
capsicum,freezer,0.7083,-12.34,57.87,1,75.35,7+ days
capsicum,room_temp,0.0732,22.32,83.17,1,2.0,2-4 days
capsicum,refrigerator,0.817,4.09,87.96,1,13.0,7+ days
capsicum,refrigerator,0.5123,2.75,86.28,1,8.94,7+ days
capsicum,freezer,0.6882,-18.54,56.45,1,81.46,7+ days
capsicum,room_temp,0.2192,33.23,44.38,1,2.64,2-4 days
capsicum,room_temp,0.4026,20.34,73.05,1,3.76,2-4 days
capsicum,room_temp,0.336,35.46,63.92,1,2.19,2-4 days
capsicum,room_temp,0.1784,39.68,38.27,1,1.56,1-2 days
capsicum,room_temp,0.4052,38.52,79.52,1,2.61,2-4 days
capsicum,refrigerator,0.5806,7.69,86.29,1,10.43,7+ days
capsicum,refrigerator,0.2688,3.15,94.46,1,6.03,4-7 days
capsicum,freezer,0.876,-11.68,51.81,1,113.4,7+ days
capsicum,room_temp,0.4203,27.86,81.89,1,3.96,2-4 days
capsicum,room_temp,0.0753,23.51,65.74,1,2.49,2-4 days
capsicum,freezer,0.6868,-16.28,67.81,1,89.44,7+ days
capsicum,refrigerator,0.8405,2.81,83.76,1,12.91,7+ days
capsicum,refrigerator,0.0828,5.44,82.73,1,4.75,4-7 days
capsicum,room_temp,0.136,40.8,86.45,1,0.5,0-1 days
capsicum,refrigerator,0.6187,6.44,80.46,1,11.02,7+ days
capsicum,refrigerator,0.813,6.83,92.15,1,12.87,7+ days
capsicum,room_temp,0.2999,27.57,48.79,1,2.65,2-4 days
capsicum,room_temp,0.3996,40.24,59.73,1,2.86,2-4 days
capsicum,refrigerator,0.292,5.34,86.19,1,5.72,4-7 days
capsicum,room_temp,0.151,23.34,42.15,1,2.05,2-4 days
capsicum,refrigerator,0.0499,3.69,81.43,1,4.92,4-7 days
capsicum,room_temp,0.1925,22.62,80.74,1,1.95,1-2 days
capsicum,room_temp,0.426,40.22,52.46,1,3.26,2-4 days
capsicum,room_temp,0.1324,22.61,68.78,1,2.34,2-4 days
capsicum,refrigerator,0.1632,7.03,87.21,1,5.9,4-7 days
capsicum,refrigerator,0.3109,3.49,83.59,1,7.61,7+ days
capsicum,refrigerator,0.8847,6.72,86.71,1,12.81,7+ days
capsicum,room_temp,0.1859,27.42,74.79,1,1.74,1-2 days
capsicum,refrigerator,0.1779,7.74,92.84,1,5.35,4-7 days
capsicum,room_temp,0.3178,34.69,35.36,1,3.03,2-4 days
capsicum,room_temp,0.1295,31.48,59.03,1,1.36,1-2 days
capsicum,refrigerator,0.6887,6.86,81.04,1,11.41,7+ days
capsicum,room_temp,0.0738,24.73,88.7,1,1.65,1-2 days
capsicum,room_temp,0.0122,32.41,69.47,1,1.46,1-2 days
capsicum,room_temp,0.4836,24.62,94.31,1,3.66,2-4 days
capsicum,room_temp,0.4003,38.28,45.28,1,2.7,2-4 days
capsicum,room_temp,0.5552,30.49,59.56,1,3.35,2-4 days
capsicum,room_temp,0.2456,40.37,89.18,1,0.5,0-1 days
capsicum,room_temp,0.2965,27.37,72.9,1,2.52,2-4 days
capsicum,freezer,0.6559,-16.08,56.61,1,75.26,7+ days
capsicum,refrigerator,0.4514,3.08,86.37,1,9.09,7+ days
capsicum,refrigerator,0.8931,3.68,86.44,1,13.26,7+ days
capsicum,room_temp,0.2581,26.14,65.79,1,3.63,2-4 days
capsicum,refrigerator,0.7004,6.34,88.96,1,10.36,7+ days
capsicum,refrigerator,0.3134,3.64,83.85,1,7.11,7+ days
capsicum,room_temp,0.4745,20.36,51.09,1,4.12,4-7 days
capsicum,room_temp,0.0996,25.94,77.54,1,2.58,2-4 days
capsicum,freezer,0.919,-18.95,64.59,1,126.89,7+ days
capsicum,refrigerator,0.3528,2.95,94.99,1,6.19,4-7 days
capsicum,room_temp,0.2116,40.14,64.79,1,1.35,1-2 days
capsicum,refrigerator,0.9077,5.15,85.73,1,13.95,7+ days
capsicum,room_temp,0.0131,30.05,85.19,1,1.32,1-2 days
capsicum,room_temp,0.3092,21.4,79.15,1,3.06,2-4 days
capsicum,refrigerator,0.8351,5.51,93.68,1,13.24,7+ days
capsicum,freezer,0.7445,-16.19,68.64,1,80.32,7+ days
capsicum,room_temp,0.3498,37.95,42.99,1,1.93,1-2 days
capsicum,refrigerator,0.8459,6.12,82.89,1,11.17,7+ days
capsicum,room_temp,0.124,18.75,88.45,1,2.19,2-4 days
capsicum,refrigerator,0.8963,2.93,84.04,1,10.82,7+ days
capsicum,room_temp,0.2353,18.2,48.24,1,3.48,2-4 days
capsicum,room_temp,0.3487,20.52,70.17,1,3.25,2-4 days
capsicum,room_temp,0.4912,35.13,38.19,1,2.65,2-4 days
capsicum,refrigerator,0.8404,6.23,80.38,1,11.7,7+ days
capsicum,room_temp,0.5981,41.05,88.11,1,2.04,2-4 days
capsicum,room_temp,0.2858,39.33,75.67,1,1.34,1-2 days
capsicum,room_temp,0.3984,39.38,73.72,1,2.57,2-4 days
capsicum,room_temp,0.2809,27.14,40.75,1,2.35,2-4 days
capsicum,refrigerator,0.4911,7.06,80.77,1,7.77,7+ days
capsicum,room_temp,0.079,23.43,36.14,1,1.86,1-2 days
capsicum,room_temp,0.3397,23.12,80.32,1,2.78,2-4 days
capsicum,room_temp,0.4535,35.06,71.12,1,2.86,2-4 days
capsicum,freezer,0.7043,-16.2,63.83,1,93.36,7+ days
capsicum,refrigerator,0.1352,2.55,86.45,1,4.47,4-7 days
capsicum,refrigerator,0.3898,5.41,86.74,1,7.16,7+ days
capsicum,freezer,0.9735,-13.33,68.75,1,127.26,7+ days
capsicum,refrigerator,0.2958,6.31,80.61,1,5.95,4-7 days
capsicum,refrigerator,0.5639,5.46,82.21,1,7.84,7+ days
capsicum,room_temp,0.303,38.98,92.45,1,1.33,1-2 days
capsicum,room_temp,0.4216,18.64,74.41,1,3.54,2-4 days
capsicum,room_temp,0.663,21.88,61.03,1,4.07,4-7 days
capsicum,refrigerator,0.6204,3.79,86.26,1,10.47,7+ days
capsicum,refrigerator,0.6011,3.44,80.0,1,8.4,7+ days
capsicum,refrigerator,0.51,6.96,80.73,1,9.56,7+ days
capsicum,refrigerator,0.2535,5.81,89.98,1,6.73,4-7 days
capsicum,room_temp,0.18,19.87,39.88,1,2.85,2-4 days
capsicum,refrigerator,0.3643,4.03,85.89,1,6.96,4-7 days
capsicum,freezer,0.5301,-18.89,66.19,1,89.14,7+ days
capsicum,refrigerator,0.6092,3.59,90.6,1,10.49,7+ days
capsicum,freezer,0.6999,-11.4,53.34,1,72.82,7+ days
capsicum,room_temp,0.1541,18.01,76.82,1,1.97,1-2 days
capsicum,refrigerator,0.1052,5.39,81.96,1,4.62,4-7 days
capsicum,room_temp,0.2853,32.2,76.99,1,2.05,2-4 days
capsicum,refrigerator,0.2526,7.07,89.7,1,6.86,4-7 days
capsicum,room_temp,0.2679,29.52,87.03,1,2.57,2-4 days
capsicum,room_temp,0.5255,36.0,90.45,1,1.78,1-2 days
capsicum,refrigerator,0.1863,2.91,92.94,1,5.18,4-7 days
capsicum,room_temp,0.3899,34.07,41.39,1,3.16,2-4 days
capsicum,room_temp,0.179,35.4,80.25,1,1.45,1-2 days
capsicum,room_temp,0.2977,19.52,46.14,1,3.02,2-4 days
capsicum,room_temp,0.6704,32.73,64.43,1,3.9,2-4 days
capsicum,refrigerator,0.4946,2.17,86.55,1,8.63,7+ days
capsicum,refrigerator,0.6441,6.94,91.73,1,11.33,7+ days
capsicum,freezer,0.8628,-17.25,54.57,1,112.41,7+ days
capsicum,freezer,0.7859,-10.91,68.08,1,102.13,7+ days
capsicum,refrigerator,0.439,7.61,89.92,1,7.72,7+ days
capsicum,refrigerator,0.4629,4.26,88.34,1,8.42,7+ days
capsicum,room_temp,0.3622,33.05,39.19,1,2.65,2-4 days
capsicum,room_temp,0.1879,24.41,83.82,1,2.52,2-4 days
capsicum,freezer,0.8705,-12.45,63.62,1,114.05,7+ days
capsicum,freezer,0.727,-10.85,59.03,1,84.09,7+ days
capsicum,freezer,0.4379,-15.63,63.98,1,64.69,7+ days
capsicum,room_temp,0.1058,18.54,62.85,1,1.89,1-2 days
capsicum,refrigerator,0.1803,2.26,80.2,1,5.09,4-7 days
capsicum,room_temp,0.3656,27.5,64.78,1,2.5,2-4 days
capsicum,room_temp,0.0732,18.77,76.39,1,1.56,1-2 days
capsicum,room_temp,0.2594,20.86,79.89,1,2.39,2-4 days
capsicum,refrigerator,0.4371,7.53,81.21,1,7.58,7+ days
capsicum,refrigerator,0.1893,2.48,88.31,1,5.64,4-7 days
capsicum,refrigerator,0.5238,2.65,89.61,1,10.2,7+ days
capsicum,freezer,0.7414,-12.07,59.77,1,91.83,7+ days
capsicum,room_temp,0.3983,19.69,67.04,1,4.28,4-7 days
capsicum,freezer,0.5597,-18.12,59.74,1,93.65,7+ days
capsicum,freezer,0.945,-12.92,64.69,1,113.45,7+ days
capsicum,room_temp,0.4235,21.83,92.45,1,3.6,2-4 days
capsicum,refrigerator,0.3189,2.2,83.25,1,7.03,7+ days
capsicum,room_temp,0.5057,19.3,76.33,1,3.64,2-4 days
capsicum,refrigerator,0.7648,2.11,94.14,1,10.53,7+ days
capsicum,room_temp,0.2436,24.12,36.87,1,2.83,2-4 days
capsicum,room_temp,0.2319,30.99,54.26,1,2.49,2-4 days
capsicum,refrigerator,0.2159,2.82,90.16,1,6.2,4-7 days
capsicum,room_temp,0.2601,34.68,71.08,1,1.89,1-2 days
capsicum,room_temp,0.2791,22.06,82.33,1,3.44,2-4 days
capsicum,refrigerator,0.2738,3.13,81.68,1,6.61,4-7 days
capsicum,refrigerator,0.4859,4.49,82.9,1,8.9,7+ days
capsicum,refrigerator,0.7627,6.8,87.93,1,11.91,7+ days
capsicum,refrigerator,0.7826,7.89,93.9,1,10.96,7+ days
capsicum,freezer,0.9844,-11.81,57.55,1,95.4,7+ days
capsicum,room_temp,0.3728,27.76,88.3,1,2.5,2-4 days
capsicum,room_temp,0.059,32.5,92.27,1,1.17,1-2 days
capsicum,room_temp,0.4143,29.51,66.39,1,3.95,2-4 days
capsicum,room_temp,0.3201,18.47,77.97,1,2.76,2-4 days
capsicum,room_temp,0.3858,30.45,72.34,1,3.4,2-4 days
capsicum,room_temp,0.5881,25.65,66.95,1,5.11,4-7 days
capsicum,room_temp,0.5758,40.02,86.86,1,3.36,2-4 days
capsicum,freezer,0.6436,-15.94,54.5,1,74.88,7+ days
capsicum,room_temp,0.4776,35.17,85.26,1,2.1,2-4 days
capsicum,room_temp,0.2224,33.55,39.41,1,2.48,2-4 days
capsicum,room_temp,0.2115,19.14,49.46,1,2.94,2-4 days
capsicum,refrigerator,0.7299,2.31,87.18,1,11.79,7+ days
capsicum,refrigerator,0.6988,3.72,90.57,1,10.24,7+ days
capsicum,room_temp,0.1886,37.82,77.95,1,0.9,0-1 days
capsicum,refrigerator,0.9135,5.06,93.92,1,13.78,7+ days
capsicum,room_temp,0.5578,25.74,53.63,1,3.2,2-4 days
capsicum,room_temp,0.3363,35.28,64.13,1,3.14,2-4 days
capsicum,room_temp,0.1122,21.33,86.16,1,2.29,2-4 days
capsicum,room_temp,0.0942,24.73,37.35,1,1.9,1-2 days
capsicum,room_temp,0.3965,31.12,61.67,1,2.77,2-4 days
capsicum,room_temp,0.3251,20.5,43.14,1,3.97,2-4 days
capsicum,refrigerator,0.8835,3.33,91.56,1,13.54,7+ days
capsicum,refrigerator,0.4343,5.02,85.77,1,7.55,7+ days
capsicum,room_temp,0.4964,35.56,38.4,1,3.67,2-4 days
capsicum,refrigerator,0.7377,7.0,90.51,1,11.47,7+ days
capsicum,room_temp,0.1878,18.47,63.37,1,3.11,2-4 days
capsicum,refrigerator,0.7327,6.81,89.24,1,11.82,7+ days
capsicum,room_temp,0.2152,23.84,62.57,1,3.37,2-4 days
capsicum,freezer,0.5888,-16.46,64.12,1,93.81,7+ days
capsicum,room_temp,0.2749,36.57,92.99,1,1.78,1-2 days
capsicum,freezer,0.8219,-15.61,50.52,1,110.82,7+ days
capsicum,room_temp,0.4671,23.43,73.18,1,3.64,2-4 days
capsicum,freezer,0.7418,-12.49,51.19,1,103.8,7+ days
capsicum,room_temp,0.1452,21.5,88.7,1,1.84,1-2 days
capsicum,room_temp,0.478,32.96,84.36,1,2.23,2-4 days
capsicum,refrigerator,0.3645,7.88,83.24,1,7.53,7+ days
capsicum,room_temp,0.2334,37.46,89.68,1,1.14,1-2 days
capsicum,room_temp,0.3197,35.54,51.3,1,2.75,2-4 days
capsicum,room_temp,0.3193,24.52,60.51,1,2.5,2-4 days
capsicum,room_temp,0.3788,33.71,92.14,1,2.41,2-4 days
capsicum,refrigerator,0.1088,7.71,89.41,1,5.7,4-7 days
capsicum,room_temp,0.4061,25.47,69.52,1,4.11,4-7 days
capsicum,room_temp,0.5634,34.78,55.71,1,3.13,2-4 days
capsicum,room_temp,0.2825,39.16,52.3,1,1.7,1-2 days
capsicum,room_temp,0.4593,37.25,49.61,1,3.21,2-4 days
capsicum,room_temp,0.0143,29.54,91.66,1,0.96,0-1 days
capsicum,room_temp,0.1366,35.48,49.37,1,1.87,1-2 days
capsicum,room_temp,0.2618,31.1,48.58,1,2.11,2-4 days
capsicum,refrigerator,0.3697,4.99,91.41,1,6.2,4-7 days
capsicum,refrigerator,0.3297,3.26,91.78,1,5.98,4-7 days
capsicum,room_temp,0.3802,23.33,69.55,1,4.22,4-7 days
capsicum,room_temp,0.1673,23.57,36.83,1,2.19,2-4 days
capsicum,refrigerator,0.5316,5.99,86.39,1,8.23,7+ days
capsicum,refrigerator,0.7645,4.02,85.13,1,11.56,7+ days
capsicum,room_temp,0.2999,22.45,82.04,1,3.69,2-4 days
capsicum,room_temp,0.4041,29.66,42.94,1,3.95,2-4 days
capsicum,room_temp,0.2936,21.55,72.0,1,3.48,2-4 days
capsicum,freezer,0.4758,-18.12,50.22,1,83.18,7+ days
capsicum,room_temp,0.284,32.21,40.77,1,3.11,2-4 days
capsicum,room_temp,0.2921,27.35,65.98,1,3.74,2-4 days
capsicum,room_temp,0.6018,25.45,37.26,1,5.0,4-7 days
capsicum,refrigerator,0.7295,3.44,89.07,1,9.39,7+ days
capsicum,refrigerator,0.948,2.56,94.62,1,12.88,7+ days
capsicum,room_temp,0.1577,22.03,94.36,1,2.38,2-4 days
capsicum,room_temp,0.7243,19.69,88.38,1,3.52,2-4 days
capsicum,room_temp,0.2828,34.35,46.71,1,2.69,2-4 days
capsicum,refrigerator,0.5709,4.95,81.37,1,7.8,7+ days
capsicum,freezer,0.5589,-14.48,54.82,1,84.67,7+ days
capsicum,room_temp,0.2228,39.38,59.6,1,1.43,1-2 days
capsicum,room_temp,0.0971,34.24,66.03,1,1.79,1-2 days
capsicum,room_temp,0.2378,39.13,65.08,1,1.84,1-2 days
capsicum,room_temp,0.2323,28.16,90.19,1,1.59,1-2 days
capsicum,refrigerator,0.24,3.22,92.5,1,6.07,4-7 days
capsicum,room_temp,0.2935,18.14,70.93,1,2.75,2-4 days
capsicum,refrigerator,0.8415,3.85,94.68,1,11.31,7+ days
capsicum,freezer,0.5918,-13.11,54.11,1,84.33,7+ days
capsicum,room_temp,0.3172,20.39,61.3,1,2.82,2-4 days
capsicum,refrigerator,0.2285,7.84,90.4,1,5.74,4-7 days
capsicum,room_temp,0.3767,29.23,73.67,1,2.96,2-4 days
capsicum,refrigerator,0.4857,5.44,94.48,1,7.87,7+ days
capsicum,room_temp,0.0437,27.21,84.97,1,1.56,1-2 days
capsicum,freezer,0.8539,-19.14,50.61,1,101.2,7+ days
capsicum,refrigerator,0.0933,7.83,92.4,1,4.74,4-7 days
carrot,room_temp,0.3155,32.61,39.23,1,2.59,2-4 days
carrot,room_temp,0.1004,28.87,90.14,1,2.11,2-4 days
carrot,room_temp,0.1518,30.56,75.5,1,2.18,2-4 days
carrot,room_temp,0.317,22.01,51.44,1,3.95,2-4 days
carrot,room_temp,0.2834,31.02,46.93,1,2.59,2-4 days
carrot,room_temp,0.3371,29.95,64.01,1,2.95,2-4 days
carrot,room_temp,0.3186,37.41,84.39,1,1.42,1-2 days
carrot,refrigerator,0.0989,2.2,90.82,1,9.13,7+ days
carrot,room_temp,0.6889,35.61,72.36,1,4.1,4-7 days
carrot,room_temp,0.0408,39.34,84.08,1,0.5,0-1 days
carrot,refrigerator,0.8602,6.98,87.31,1,23.48,7+ days
carrot,room_temp,0.1181,38.52,92.7,1,0.5,0-1 days
carrot,room_temp,0.1275,19.84,44.6,1,2.84,2-4 days
carrot,refrigerator,0.1361,5.82,90.54,1,10.76,7+ days
carrot,freezer,0.6838,-19.19,62.5,1,78.99,7+ days
carrot,freezer,0.563,-14.1,61.01,1,90.53,7+ days
carrot,refrigerator,0.2482,2.61,92.75,1,14.12,7+ days
carrot,refrigerator,0.9218,6.58,84.54,1,24.92,7+ days
carrot,freezer,0.91,-13.57,63.24,1,105.79,7+ days
carrot,room_temp,0.1638,30.98,39.37,1,2.12,2-4 days
carrot,refrigerator,0.5549,6.53,92.24,1,22.1,7+ days
carrot,room_temp,0.3393,29.37,64.07,1,3.35,2-4 days
carrot,refrigerator,0.2806,6.97,82.88,1,12.91,7+ days
carrot,refrigerator,0.0484,5.35,84.51,1,9.09,7+ days
carrot,freezer,0.4588,-17.83,68.09,1,69.2,7+ days
carrot,refrigerator,0.6647,3.68,81.64,1,19.02,7+ days
carrot,room_temp,0.2881,30.03,57.44,1,3.23,2-4 days
carrot,room_temp,0.5958,33.48,48.3,1,3.75,2-4 days
carrot,room_temp,0.5212,27.49,68.85,1,4.84,4-7 days
carrot,freezer,0.6826,-16.84,59.01,1,106.21,7+ days
carrot,room_temp,0.2195,23.3,80.98,1,3.2,2-4 days
carrot,room_temp,0.4724,24.77,73.35,1,3.16,2-4 days
carrot,room_temp,0.1109,26.05,55.62,1,2.75,2-4 days
carrot,room_temp,0.1129,24.44,54.27,1,2.2,2-4 days
carrot,refrigerator,0.3128,5.6,87.6,1,15.78,7+ days
carrot,refrigerator,0.6439,4.64,91.24,1,19.57,7+ days
carrot,refrigerator,0.0874,5.29,86.02,1,9.93,7+ days
carrot,room_temp,0.1291,26.62,85.9,1,1.99,1-2 days
carrot,room_temp,0.0596,37.17,80.06,1,0.85,0-1 days
carrot,refrigerator,0.34,6.32,88.38,1,14.69,7+ days
carrot,room_temp,0.5465,31.72,68.56,1,3.42,2-4 days
carrot,room_temp,0.5293,39.36,53.33,1,2.0,1-2 days
carrot,room_temp,0.1808,41.51,53.74,1,0.68,0-1 days
carrot,freezer,0.8448,-15.32,51.36,1,86.69,7+ days
carrot,room_temp,0.2236,41.09,41.21,1,0.73,0-1 days
carrot,room_temp,0.1514,29.78,74.64,1,2.32,2-4 days
carrot,room_temp,0.6572,30.81,47.5,1,3.01,2-4 days
carrot,room_temp,0.0965,26.3,60.65,1,2.58,2-4 days
carrot,refrigerator,0.2216,5.19,91.7,1,11.17,7+ days
